molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class,standardized_smiles
CHEMBL5191017,Cc1nnc(SC(=O)c2ccc3ccccc3c2)s1,6.34,moderate activity,Cc1nnc(SC(=O)c2ccc3ccccc3c2)s1
CHEMBL5169323,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1,7.94,moderate activity,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1
CHEMBL5207081,Cc1ccnc(SC(=O)c2cc3ccccc3[nH]2)n1,7.06,moderate activity,Cc1ccnc(SC(=O)c2cc3ccccc3[nH]2)n1
CHEMBL5192248,Cc1cc(C)nc(SC(=O)c2cc3ccccc3[nH]2)n1,5.69,low activity,Cc1cc(C)nc(SC(=O)c2cc3ccccc3[nH]2)n1
CHEMBL5177782,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1,7.74,moderate activity,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1
CHEMBL5169680,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1,6.54,moderate activity,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1
CHEMBL5204680,O=C(Sc1ncccn1)c1cc2ccccc2s1,7.81,moderate activity,O=C(Sc1ncccn1)c1cc2ccccc2s1
CHEMBL5186338,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,7.86,moderate activity,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1
CHEMBL5208709,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1,7.84,moderate activity,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1
CHEMBL5184362,O=C(Sc1ncccn1)c1ccc2ccccc2n1,7.69,moderate activity,O=C(Sc1ncccn1)c1ccc2ccccc2n1
CHEMBL5178465,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1,6.26,moderate activity,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1
CHEMBL5192654,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2[nH]1,6.93,moderate activity,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2[nH]1
CHEMBL5186708,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1,6.78,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1
CHEMBL5194755,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccc(Br)cc2)o1,6.59,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccc(Br)cc2)o1
CHEMBL5181137,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1,6.72,moderate activity,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1
CHEMBL5178568,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)s1,6.9,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)s1
CHEMBL5197891,O=C(Sc1nc2ccccc2s1)c1ccc2ccccc2n1,7.05,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc2ccccc2n1
CHEMBL490820,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,6.5,moderate activity,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12
CHEMBL5205750,O=C(Oc1cncc(Cl)c1)c1cc2cc(Cl)ccc2[nH]1,7.47,moderate activity,O=C(Oc1cncc(Cl)c1)c1cc2cc(Cl)ccc2[nH]1
CHEMBL5190583,O=C(NCCN1C(=O)C=CC1=O)c1cc2ccccc2[nH]1,5.68,low activity,O=C(NCCN1C(=O)C=CC1=O)c1cc2ccccc2[nH]1
CHEMBL121556,S=C(SSC(=S)N1CCOCC1)N1CCOCC1,5.39,low activity,S=C(SSC(=S)N1CCOCC1)N1CCOCC1
CHEMBL4441971,O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,6.15,moderate activity,O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1
CHEMBL5208720,Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,5.87,low activity,Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O
CHEMBL5207119,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1,7.28,moderate activity,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CHEMBL5172346,CC(=O)N[C@@H](CCc1nc2ccccc2s1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,5.0,low activity,CC(=O)N[C@@H](CCc1nc2ccccc2s1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O
CHEMBL5176411,CC(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,5.0,low activity,CC(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O
CHEMBL3922662,O=c1c2ccccc2[se]n1-c1ccccc1O,6.62,moderate activity,O=c1c2ccccc2[se]n1-c1ccccc1O
CHEMBL3983492,COc1ccccc1-n1[se]c2ccccc2c1=O,6.58,moderate activity,COc1ccccc1-n1[se]c2ccccc2c1=O
CHEMBL3928799,O=C(Nc1ccccc1O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1O,4.47,low activity,O=C(Nc1ccccc1O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1O
CHEMBL3912164,COc1ccccc1NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1OC,6.58,moderate activity,COc1ccccc1NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1OC
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,6.23,moderate activity,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,5.8,low activity,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C
CHEMBL599894,O=C1c2ccccc2-c2nc3nnnn3nc21,6.58,moderate activity,O=C1c2ccccc2-c2nc3nnnn3nc21
CHEMBL1397270,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O,6.28,moderate activity,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O
CHEMBL290904,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,6.41,moderate activity,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1
CHEMBL15192,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,6.21,moderate activity,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
CHEMBL5206079,C[C@H](c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl,5.18,low activity,C[C@H](c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl
CHEMBL5201129,COc1cc(CNC(=O)C2CCN(C(C)c3cccc4ccccc34)CC2)ccn1,6.09,moderate activity,COc1cc(CNC(=O)C2CCN(C(C)c3cccc4ccccc34)CC2)ccn1
CHEMBL551592,CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.96,low activity,CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1
CHEMBL486027,COC(=O)c1ccc(O)c(O)c1,5.42,low activity,COC(=O)c1ccc(O)c(O)c1
CHEMBL53566,OCCc1ccc(O)cc1,5.17,low activity,OCCc1ccc(O)cc1
CHEMBL14193,O=Cc1ccc(O)cc1,5.4,low activity,O=Cc1ccc(O)cc1
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,6.3,moderate activity,Nc1nc2[nH]cnc2c(=S)[nH]1
CHEMBL3407552,O=C1c2ccccc2C(=O)c2oc(-c3ccccc3)nc21,6.25,moderate activity,O=C1c2ccccc2C(=O)c2oc(-c3ccccc3)nc21
CHEMBL2105734,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],5.61,low activity,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-]
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,5.66,low activity,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12
CHEMBL1473252,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+],5.78,low activity,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+]
CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,5.14,low activity,Oc1c(Cl)cc(Cl)c2cccnc12
CHEMBL454129,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(-c2ccccc2)nn1,5.77,low activity,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(-c2ccccc2)nn1
CHEMBL5188555,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=CC(=O)c2ccccc2C1=O,5.66,low activity,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=CC(=O)c2ccccc2C1=O
CHEMBL5206451,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=C(Br)C(=O)c2ccccc2C1=O,5.51,low activity,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=C(Br)C(=O)c2ccccc2C1=O
CHEMBL2103763,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.88,low activity,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
CHEMBL3617994,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.79,low activity,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
CHEMBL5204399,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.03,moderate activity,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12
CHEMBL5182468,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.64,moderate activity,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12
CHEMBL5196343,C#CC(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.01,moderate activity,C#CC(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12
CHEMBL5196473,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CCl)c1cccc2ccccc12,5.27,low activity,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CCl)c1cccc2ccccc12
CHEMBL5208536,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CC#N)c1cccc2ccccc12,5.1,low activity,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CC#N)c1cccc2ccccc12
CHEMBL5169739,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)/C(C#N)=C/C1CC1)c1cccc2ccccc12,5.3,low activity,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)/C(C#N)=C/C1CC1)c1cccc2ccccc12
CHEMBL5194538,O=c1c2ccccc2[se]n1-c1ccccc1Br,5.9,low activity,O=c1c2ccccc2[se]n1-c1ccccc1Br
CHEMBL5199343,O=c1c2ccccc2[se]n1-c1ncccc1O,6.24,moderate activity,O=c1c2ccccc2[se]n1-c1ncccc1O
CHEMBL5195364,O=c1c2ccccc2[se]n1-c1ccc([N+](=O)[O-])cc1,5.72,low activity,O=c1c2ccccc2[se]n1-c1ccc([N+](=O)[O-])cc1
CHEMBL5206009,COc1ccc(-n2[se]c3ccccc3c2=O)c(OC)c1,6.0,moderate activity,COc1ccc(-n2[se]c3ccccc3c2=O)c(OC)c1
CHEMBL5193976,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,5.68,low activity,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F
CHEMBL5177233,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O,5.98,low activity,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O
CHEMBL5202141,Cc1c(Cl)cccc1-n1[se]c2ccccc2c1=O,5.89,low activity,Cc1c(Cl)cccc1-n1[se]c2ccccc2c1=O
CHEMBL5180964,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,5.41,low activity,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
CHEMBL5195478,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,moderate activity,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
CHEMBL5200040,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,moderate activity,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
CHEMBL5207566,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.56,moderate activity,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5203574,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.57,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5205787,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.68,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL3885329,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.49,moderate activity,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5199094,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)/C=C/c1ccccc1,6.53,moderate activity,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)/C=C/c1ccccc1
CHEMBL5174138,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.83,low activity,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5203407,C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,4.91,low activity,C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL3884779,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.16,low activity,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5182830,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.46,low activity,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5186446,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,5.69,low activity,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1
CHEMBL5207769,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.87,low activity,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5173857,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.49,low activity,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5172144,CCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.26,moderate activity,CCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5190907,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.45,moderate activity,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5183017,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.55,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5176330,Cc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,6.71,moderate activity,Cc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1
CHEMBL5189974,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(C(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.64,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(C(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5179730,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.53,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5207843,COc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,6.6,moderate activity,COc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1
CHEMBL5189874,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(N(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.23,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(N(C)C)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5201697,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.51,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5197113,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1F)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1F)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5198279,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1cccc(F)c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.59,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1cccc(F)c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5169416,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.53,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5192541,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2cc[nH]c2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.66,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2cc[nH]c2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5182229,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.7,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5191197,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.59,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5191663,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.39,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5179310,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.85,low activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5175884,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccco1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.63,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccco1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5199219,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccoc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccoc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5185152,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.76,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5206326,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccncc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.82,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccncc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5179883,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.19,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5197105,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.25,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccccn1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5189683,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.71,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5192273,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.83,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5182755,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.85,low activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
CHEMBL5173399,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCOCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.54,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCOCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
